url;Field Label;Field Item 1
https://www.ethnologue.com/language/amp;Language Maps;Papua New Guinea, Map 6
https://www.ethnologue.com/language/amp;Language Status;5 (Developing).
https://www.ethnologue.com/language/amp;Classification;Sepik, Sepik Hill, Alamblak
https://www.ethnologue.com/language/amp;Dialects;Kuvenmas, Karawari.
https://www.ethnologue.com/language/amp;Language Use;Used as L2 by Sumariup [siv].
https://www.ethnologue.com/language/amp;Language Development;Literacy rate in L1: 15%–25%. Literacy rate in L2: 15%–25%. Grammar. NT: 2003.
https://www.ethnologue.com/language/amp;Language Resources;OLAC resources in and about Alamblak
https://www.ethnologue.com/language/amp;Writing;Latin script [Latn].
https://www.ethnologue.com/language/amp;Other Comments;Karawari is distinct from Karawari [tzx] in the Pondo branch. Traditional religion, Christian.
https://www.ethnologue.com/language/amq;;Indonesia
https://www.ethnologue.com/language/amq;ISO 639-3;amq
https://www.ethnologue.com/language/amq;Alternate Names;Amahei
https://www.ethnologue.com/language/amq;Population;50 (Wurm 2007).
https://www.ethnologue.com/language/amq;Location;Maluku province: Maluku Tengah regency, 4 villages
https://www.ethnologue.com/language/amq;Language Maps;Indonesia, Central Maluku
https://www.ethnologue.com/language/amq;Language Status;8b (Nearly extinct).
https://www.ethnologue.com/language/amq;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, East, Seram Straits, Uliase, Hatuhaha, Elpaputi
https://www.ethnologue.com/language/amq;Dialects;Makariki, Rutah, Soahuku. Lexical similarity: 87% with Makariki and Rutah dialects, probably 2 languages
https://www.ethnologue.com/language/amq;Language Use;Pressure from Ambon Malay [abs] and Indonesian [ind] (Wurm 2007).
https://www.ethnologue.com/language/amq;Language Resources;OLAC resources in and about Amahai
https://www.ethnologue.com/language/amq;Other Comments;Muslim, Christian.
https://www.ethnologue.com/language/amr;;Peru
https://www.ethnologue.com/language/amr;ISO 639-3;amr
https://www.ethnologue.com/language/amr;Alternate Names;Amaracaire, Amarakaire, Kareneri, Kochimberi, Küpondirideri, Wakitaneri, Wintaperi, “Mashco” (pej.)
https://www.ethnologue.com/language/amr;Autonym;Amarakaeri, Harakmbut
https://www.ethnologue.com/language/amr;Population;1,910 (2007 census). Includes Huachipaeri [hug]. Ethnic population: 2,090 (2013 Ministerio de Educación). Includes Huachipaeri [hug].
https://www.ethnologue.com/language/amr;Location;Madre de Dios region: Madre de Dios and Colorado rivers.
https://www.ethnologue.com/language/amr;Language Maps;Peru
https://www.ethnologue.com/language/amr;Language Status;6b (Threatened).
https://www.ethnologue.com/language/amr;Classification;Harákmbut
https://www.ethnologue.com/language/amr;Dialects;Kisambaeri.
https://www.ethnologue.com/language/amr;Typology;SOV.
https://www.ethnologue.com/language/amr;Language Use;Still spoken by the children in some communities (2012). Also use Spanish [spa].
https://www.ethnologue.com/language/amr;Language Development;Literacy rate in L1: 5%. Literacy rate in L2: 75%. Dictionary. NT: 1986–2008.
https://www.ethnologue.com/language/amr;Language Resources;OLAC resources in and about Amarakaeri
https://www.ethnologue.com/language/amr;Writing;Latin script [Latn].
https://www.ethnologue.com/language/amr;Other Comments;Amarakaeri and Huachipaeri [hug] are considered to be dialects of the same language, Harakbut.
https://www.ethnologue.com/language/ams;;Japan
https://www.ethnologue.com/language/ams;ISO 639-3;ams
https://www.ethnologue.com/language/ams;Alternate Names;Southern Amami-Osima
https://www.ethnologue.com/language/ams;Population;1,800 (2004).
https://www.ethnologue.com/language/ams;Location;Kagoshima prefecture: south Amami-Oshima, Kakeroma, north Okinawa, Uke, and Yoro islands.
https://www.ethnologue.com/language/ams;Language Maps;Japan
https://www.ethnologue.com/language/ams;Language Status;7 (Shifting).;;;;
https://www.ethnologue.com/language/ams;Classification;Japonic, Ryukyuan, Amami-Okinawan, Northern Amami-Okinawan;;;;
https://www.ethnologue.com/language/ams;Dialects;None known. Inherent intelligibility low with other Ryukyuan languages and Japanese [jpn].;;;;
https://www.ethnologue.com/language/ams;Language Use;Those over 50 use vernacular at home, but understand and use standard Japanese. Those 20–50 understand the vernacular, but mainly speak Japanese. Also use Japanese [jpn]. Mainly older adults.;;;;
https://www.ethnologue.com/language/ams;Language Resources;OLAC resources in and about Amami-Oshima, Southern;;;;
https://www.ethnologue.com/language/amt;;Papua New Guinea;;;;
https://www.ethnologue.com/language/amt;ISO 639-3;amt;;;;
https://www.ethnologue.com/language/amt;Population;300 (2006 NTM). Ethnic population: 300 (2000 census).;;;;
https://www.ethnologue.com/language/amt;Location;Sandaun province: Amanab and Rocky Peak districts, Amto, Amu and Habiyon villages south of Upper Sepik river, toward Left May river headwaters on Samaia river.;;;;
https://www.ethnologue.com/language/amt;Language Maps;Papua New Guinea, Map 5;;;;
https://www.ethnologue.com/language/amt;Language Status;6b (Threatened).;;;;
https://www.ethnologue.com/language/amt;Classification;Amto-Musan;;;;
https://www.ethnologue.com/language/amt;Dialects;Amto, .;;;;
https://www.ethnologue.com/language/amt;Typology;SOV; relatives without noun heads; question word final; maximum prefixes: 1, maximum suffixes: 3, causatives, comparatives; CV, CVV, CVVV, CCV, CCCV, nontonal.
https://www.ethnologue.com/language/amt;Language Use;All ages. Also use Siawi [mmp], Tok Pisin [tpi]. Used as L2 by Siawi [mmp].;;;;
https://www.ethnologue.com/language/amt;Language Development;Literacy rate in L2: 30% in Tok Pisin [tpi].;;;;
https://www.ethnologue.com/language/amt;Language Resources;OLAC resources in and about Amto
https://www.ethnologue.com/language/amt;Other Comments;Traditional religion, Christian.
https://www.ethnologue.com/language/amu;;Mexico
https://www.ethnologue.com/language/amu;ISO 639-3;amu
https://www.ethnologue.com/language/amu;Alternate Names;Amuzgo de Guerrero, Jñom’ndaa, Nomndaa, Ñonda
https://www.ethnologue.com/language/amu;Autonym;Ñomndaa
https://www.ethnologue.com/language/amu;Population;45,900 (2011 UNSD). 10,000 monolinguals (1990 census).
https://www.ethnologue.com/language/amu;Location;Guerrero state: Xochistlahuaca municipality, Cochoapa, Cozoyoapan, Guadalupe Victoria, Huehuetonoc, Huistepec, Rancho del Cura, Tlacoachistlahuaca, and Zacoalpan. Santa Catarina river separates Guerrero variety from Oaxaca varieties.
https://www.ethnologue.com/language/amu;Language Maps;Western Central Mexico
https://www.ethnologue.com/language/amu;Language Status;5 (Developing).
https://www.ethnologue.com/language/amu;Classification;Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Amuzgo
https://www.ethnologue.com/language/amu;Dialects;Amuzgo del Norte, Amuzgo del Sur. Most towns in Guerrero understand the Amuzgo spoken in Xochistlahuaca (Amuzgo del Norte). Huixtepec is a Guerrero town but has various dialectical differences (Amuzgo del Sur).
https://www.ethnologue.com/language/amu;Typology;VSO
https://www.ethnologue.com/language/amu;Language Use;Vigorous. All domains: some local adminstration, business. All ages. Positive attitudes. Also use Spanish [spa], becoming more proficient with education.
https://www.ethnologue.com/language/amu;Language Development;Literacy rate in L1: 10% adults, 15% children. Literacy rate in L2: 30% adults
https://www.ethnologue.com/language/amu;Language Resources;OLAC resources in and about Amuzgo, Guerrero
https://www.ethnologue.com/language/amu;Writing;Latin script [Latn].
https://www.ethnologue.com/language/amu;Other Comments;Many youth leave the area to find work. Christian.
https://www.ethnologue.com/language/amv;;Indonesia
https://www.ethnologue.com/language/amv;ISO 639-3;amv
https://www.ethnologue.com/language/amv;Alternate Names;Amblau
https://www.ethnologue.com/language/amv;Population;5,700 (1989 SIL). Ethnic population: 5,700.
https://www.ethnologue.com/language/amv;Location;Maluku province: central Ambelau island
https://www.ethnologue.com/language/amv;Language Maps;Indonesia, Central Maluku
https://www.ethnologue.com/language/amv;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/amv;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, Ambelau
https://www.ethnologue.com/language/amv;Dialects;None known. Not intelligible with Buru [mhs].
https://www.ethnologue.com/language/amv;Language Resources;OLAC resources in and about Ambelau
https://www.ethnologue.com/language/amv;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/amv;Other Comments;Schools through junior high on the island. Wild pigs and rocky terrain on Ambelau make cultivation impossible
https://www.ethnologue.com/language/amw;;Syria
https://www.ethnologue.com/language/amw;ISO 639-3;amw
https://www.ethnologue.com/language/amw;Alternate Names;Loghtha Siryanooytha, Maaloula, Maalula, Neo-Western Aramaic, Siryoon
https://www.ethnologue.com/language/amw;Population;24,000 (2014 J. Leclerc).
https://www.ethnologue.com/language/amw;Location;Rif Dimashq governorate: Al-Qutayfah district, Bakh’a, Jubb ’Adin, and Ma’lula villages
https://www.ethnologue.com/language/amw;Language Maps;Jordan and Syria
https://www.ethnologue.com/language/amw;Language Status;7 (Shifting).
https://www.ethnologue.com/language/amw;Classification;Afro-Asiatic, Semitic, Central, Aramaic, Western
https://www.ethnologue.com/language/amw;Dialects;Maaloula (Ma’lu:la, Ma’lula, Maalula), Bakh’a (Bax’a), Jub-’adin (Jubb ’Adi:n). Little dialect variation.
https://www.ethnologue.com/language/amw;Language Use;Home, and as literary and religious language. All also use North Levantine Spoken Arabic [apc], as a second mother tongue (Arnold 2007).
https://www.ethnologue.com/language/amw;Language Resources;OLAC resources in and about Western Neo-Aramaic
https://www.ethnologue.com/language/amw;Writing;Unwritten [Qaax], efforts to introduce a writing system with old Aramaic characters and with Hebrew were not successful.
https://www.ethnologue.com/language/amw;Other Comments;Christian.
https://www.ethnologue.com/language/amx;;Australia
https://www.ethnologue.com/language/amx;ISO 639-3;amx
https://www.ethnologue.com/language/amx;Alternate Names;Anmatjirra, Anmatyerr
https://www.ethnologue.com/language/amx;Population;1,000 (2006 census).
https://www.ethnologue.com/language/amx;Location;Northern Territory: Mount Allen, northwest Alice Springs region.
https://www.ethnologue.com/language/amx;Language Maps;Australia
https://www.ethnologue.com/language/amx;Language Status;5 (Developing).
https://www.ethnologue.com/language/amx;Classification;Australian, Pama-Nyungan, Arandic
https://www.ethnologue.com/language/amx;Dialects;Eastern Anmatyerre, Western Anmatyerre (Kalenthelkwe, Kelentheyewelrere, Kelenthwelkere).
https://www.ethnologue.com/language/amx;Language Development;Dictionary. Texts. Bible portions: 2007.
https://www.ethnologue.com/language/amx;Language Resources;OLAC resources in and about Anmatyerre
https://www.ethnologue.com/language/amx;Writing;Latin script [Latn].
https://www.ethnologue.com/language/amx;Other Comments;Traditional religion, Christian.
https://www.ethnologue.com/language/amy;;Australia
https://www.ethnologue.com/language/amy;ISO 639-3;amy
https://www.ethnologue.com/language/amy;Alternate Names;Ame, Amijangal, Emmi, Maranunggu
https://www.ethnologue.com/language/amy;Population;30 (Wurm 2007).
https://www.ethnologue.com/language/amy;Location;Northern Territory: Anson bay coast, southwest of Darwin.
https://www.ethnologue.com/language/amy;Language Maps;Northern Australia
https://www.ethnologue.com/language/amy;Language Status;8a (Moribund).
https://www.ethnologue.com/language/amy;Classification;Australian, Daly, Bringen-Wagaydy, Wagaydy
https://www.ethnologue.com/language/amy;Dialects;None known. May be intelligible with Wadjiginy [wdj].
https://www.ethnologue.com/language/amy;Language Use;Children shifting to Kriol [rop] (Wurm 2007). Also use Kriol [rop].
https://www.ethnologue.com/language/amy;Language Development;Dictionary. Grammar. Texts.
https://www.ethnologue.com/language/amy;Language Resources;OLAC resources in and about Ami
https://www.ethnologue.com/language/amz;;Australia
https://www.ethnologue.com/language/amz;ISO 639-3;amz
https://www.ethnologue.com/language/amz;Population;No known L1 speakers (Wurm 2003).
https://www.ethnologue.com/language/amz;Location;Queensland state: Eliot creek, extreme north Cape York peninsula.
https://www.ethnologue.com/language/amz;Language Status;10 (Extinct).
https://www.ethnologue.com/language/amz;Classification;Australian, Pama-Nyungan, Paman, Northern Pama
https://www.ethnologue.com/language/amz;Language Resources;OLAC resources in and about Atampaya
https://www.ethnologue.com/language/amz;Writing;Latin script [Latn].
https://www.ethnologue.com/language/ana;;Colombia
https://www.ethnologue.com/language/ana;ISO 639-3;ana
https://www.ethnologue.com/language/ana;Alternate Names;Aguanunga, Andaki, Andaquí, Churuba
https://www.ethnologue.com/language/ana;Population;No known L1 speakers.
https://www.ethnologue.com/language/ana;Location;Caquetá department: upper reaches of Caquetá river
https://www.ethnologue.com/language/ana;Language Status;9 (Dormant).
https://www.ethnologue.com/language/ana;Classification;Paezan
https://www.ethnologue.com/language/ana;Language Resources;OLAC resources in and about Andaqui
https://www.ethnologue.com/language/ana;Other Comments;Different from Andoque [ano] in Amazonas.
https://www.ethnologue.com/language/anb;;Peru
https://www.ethnologue.com/language/anb;ISO 639-3;anb
https://www.ethnologue.com/language/anb;Alternate Names;Andoa-Shimigae, Gae, Gaye, Semigae, Shimigae
https://www.ethnologue.com/language/anb;Autonym;Simikai
https://www.ethnologue.com/language/anb;Population;No known L1 speakers. Last known speaker died in 2012.
https://www.ethnologue.com/language/anb;Location;Loreto region: Andoas town on Pastaza river.
https://www.ethnologue.com/language/anb;Language Status;10 (Extinct).
https://www.ethnologue.com/language/anb;Classification;Zaparoan, Záparo, Arabela-Andoa
https://www.ethnologue.com/language/anb;Dialects;None known. Distinct from Záparo [zro] (Kayapwe) of Ecuador.
https://www.ethnologue.com/language/anb;Language Use;Shifted to Pastaza Quichua [qvz]. Some also use Spanish [spa].
https://www.ethnologue.com/language/anb;Language Resources;OLAC resources in and about Andoa
https://www.ethnologue.com/language/anb;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anc;;Nigeria
https://www.ethnologue.com/language/anc;ISO 639-3;anc
https://www.ethnologue.com/language/anc;Alternate Names;Angas, Karang, Kerang
https://www.ethnologue.com/language/anc;Population;400,000 (1998 SIL).
https://www.ethnologue.com/language/anc;Location;Plateau state: Kanam, Langtang, and Pankshin LGAs.
https://www.ethnologue.com/language/anc;Language Maps;Nigeria, Map 3
https://www.ethnologue.com/language/anc;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/anc;Classification;Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 1
https://www.ethnologue.com/language/anc;Dialects;Hill Angas, Plain Angas.
https://www.ethnologue.com/language/anc;Language Use;Used as L2 by Sur [tdl].
https://www.ethnologue.com/language/anc;Language Development;Dictionary. Grammar. NT: 1977.
https://www.ethnologue.com/language/anc;Language Resources;OLAC resources in and about Ngas
https://www.ethnologue.com/language/anc;Writing;Latin script [Latn], used since 1976.
https://www.ethnologue.com/language/anc;Other Comments;Kerang or Karang is a place name.
https://www.ethnologue.com/language/and;;Indonesia
https://www.ethnologue.com/language/and;ISO 639-3;and
https://www.ethnologue.com/language/and;Population;4,600 (1987 SIL).
https://www.ethnologue.com/language/and;Location;Papua province: Yapen Waropen regency, Yapen Barat sub-district, Aibondeni, Ansus, Kairawi, and Yenusi villages on Yapen island south coast.
https://www.ethnologue.com/language/and;Language Maps;Indonesia, Eastern Papua
https://www.ethnologue.com/language/and;Language Status;6b (Threatened).
https://www.ethnologue.com/language/and;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Yapen, Central-Western
https://www.ethnologue.com/language/and;Dialects;None known. Lexical similarity: 82% with Marau [mvr] and Papuma [ppm], 77% with Wandamen [wad].
https://www.ethnologue.com/language/and;Language Use;Used as L2 by Awera [awr].
https://www.ethnologue.com/language/and;Language Resources;OLAC resources in and about Ansus
https://www.ethnologue.com/language/and;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/and;Other Comments;Christian, traditional religion.
https://www.ethnologue.com/language/ane;;New Caledonia
https://www.ethnologue.com/language/ane;ISO 639-3;ane
https://www.ethnologue.com/language/ane;Alternate Names;Anesu, Canala, Haraneu, Kanala, Naa Xaracuu, Xaracii
https://www.ethnologue.com/language/ane;Population;5,730 (2009 census).
https://www.ethnologue.com/language/ane;Location;North and South provinces: east coast, Canala and Thio
https://www.ethnologue.com/language/ane;Language Maps;New Caledonia;;;;;;
https://www.ethnologue.com/language/ane;Language Status;6a (Vigorous).;;;;;;
https://www.ethnologue.com/language/ane;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Southern, South, Xaracuu-Xaragure;;;;;;
https://www.ethnologue.com/language/ane;Typology;SVO, VOS; dual number; definite article; 26 consonants and 34 vowels; stress on the first syllable; inclusive/exclusive pronouns; alienable/inalienable possession.
https://www.ethnologue.com/language/ane;Language Use;Positive attitudes.;;;;;;
https://www.ethnologue.com/language/ane;Language Development;Taught in primary schools. Taught in secondary schools at 2 junior high schools. Videos. Dictionary.;;;;;;
https://www.ethnologue.com/language/ane;Language Resources;OLAC resources in and about Xârâcùù;;;;;;
https://www.ethnologue.com/language/ane;Other Comments;Christian.;;;;;;
https://www.ethnologue.com/language/anf;;Ghana;;;;;;
https://www.ethnologue.com/language/anf;ISO 639-3;anf;;;;;;
https://www.ethnologue.com/language/anf;Alternate Names;Anyimere, Kunda;;;;;;
https://www.ethnologue.com/language/anf;Population;700 (2003). Only a few fluent speakers left in an ethnic group of several hundred (Dimmendaal and Voeltz 2007).;;;;;;
https://www.ethnologue.com/language/anf;Location;Volta region: enclave north of Jasikan town;;;;;;
https://www.ethnologue.com/language/anf;Language Maps;Eastern Ghana;;;;;;
https://www.ethnologue.com/language/anf;Language Status;7 (Shifting).;;;;;;
https://www.ethnologue.com/language/anf;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Kebu-Animere;;;;;;
https://www.ethnologue.com/language/anf;Language Use;Not being passed on to children. Akan [aka] is becoming increasingly important as L1 (Dimmendaal and Voeltz 2007). Limited domains. Speakers 40 and older. Also use Akan [aka].
https://www.ethnologue.com/language/anf;Language Development;Literacy rate in L2: 5%–15%.
https://www.ethnologue.com/language/anf;Language Resources;OLAC resources in and about Animere
https://www.ethnologue.com/language/anf;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/anf;Other Comments;Traditional religion.
https://www.ethnologue.com/language/anh;;Papua New Guinea
https://www.ethnologue.com/language/anh;ISO 639-3;anh
https://www.ethnologue.com/language/anh;Alternate Names;Angaua, Nent
https://www.ethnologue.com/language/anh;Population;2,000 (1991 UBS).
https://www.ethnologue.com/language/anh;Location;Madang province: Pasinkap village area between Ramu and Sogeram rivers.
https://www.ethnologue.com/language/anh;Language Maps;Papua New Guinea, Map 6
https://www.ethnologue.com/language/anh;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/anh;Classification;Trans-New Guinea, Madang, South Adelbert, Sogeram, West Sogeram
https://www.ethnologue.com/language/anh;Language Development;Literacy rate in L1: 5%–25%. Literacy rate in L2: 25%–50%. Grammar.
https://www.ethnologue.com/language/anh;Language Resources;OLAC resources in and about Nend
https://www.ethnologue.com/language/anh;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anh;Other Comments;Traditional religion, Christian.
https://www.ethnologue.com/language/ani;;Russian Federation
https://www.ethnologue.com/language/ani;ISO 639-3;ani
https://www.ethnologue.com/language/ani;Alternate Names;Andii, Andiy, Khivannal, Qandisel, Qwannab
https://www.ethnologue.com/language/ani;Autonym;??Ia?????? ?????? (Qwavannab Micci), ?????? (Micci)
https://www.ethnologue.com/language/ani;Population;5,800 (2010 census). Ethnic population: 40,000 (2014 NCRP).
https://www.ethnologue.com/language/ani;Location;Dagestan republic: Botlikhsky district, 9 villages.
https://www.ethnologue.com/language/ani;Language Maps;Western Russian Federation: Enlarged area
https://www.ethnologue.com/language/ani;Language Status;6b (Threatened). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Constitution, Article 10).
https://www.ethnologue.com/language/ani;Classification;North Caucasian, East Caucasian, Avar-Andic, Andic
https://www.ethnologue.com/language/ani;Dialects;Munin, Rikvani, Kvanxidatl, Gagatl, Upper Andi/North Andi (Andi, Ashali, Chanho, Gagtl, Gunho, Rikvani, Zilo), Lower Andi/South Andi. Dialects appear quite divergent.
https://www.ethnologue.com/language/ani;Language Use;All ages. Positive attitudes. All also use Russian [rus], for most key domains. Also use Avar [ava], as a literary language.
https://www.ethnologue.com/language/ani;Language Development;Dictionary. Grammar. Bible portions: 2007.
https://www.ethnologue.com/language/ani;Language Resources;OLAC resources in and about Andi
https://www.ethnologue.com/language/ani;Writing;Cyrillic script [Cyrl].
https://www.ethnologue.com/language/ani;Other Comments;Muslim.
https://www.ethnologue.com/language/anj;;Papua New Guinea
https://www.ethnologue.com/language/anj;ISO 639-3;anj
https://www.ethnologue.com/language/anj;Population;980 (2000).
https://www.ethnologue.com/language/anj;Location;Madang province.
https://www.ethnologue.com/language/anj;Language Maps;Papua New Guinea, Map 6
https://www.ethnologue.com/language/anj;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/anj;Classification;Ramu-Lower Sepik, Ramu, Middle Ramu
https://www.ethnologue.com/language/anj;Language Resources;OLAC resources in and about Anor
https://www.ethnologue.com/language/ank;;Nigeria
https://www.ethnologue.com/language/ank;ISO 639-3;ank
https://www.ethnologue.com/language/ank;Alternate Names;Ankwai, Ankwe, Ankwei, Gamai, Kemai
https://www.ethnologue.com/language/ank;Population;200,000 (1995).
https://www.ethnologue.com/language/ank;Location;Nassarawa state: Awe and Lafia LGAs
https://www.ethnologue.com/language/ank;Language Maps;Nigeria, Map 7
https://www.ethnologue.com/language/ank;Language Status;6b (Threatened).
https://www.ethnologue.com/language/ank;Classification;Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2
https://www.ethnologue.com/language/ank;Language Use;Transmission of the language to children appears to be limited. Shifting to Hausa [hau] (Dimmendaal and Voeltz 2007). Also use Hausa [hau].
https://www.ethnologue.com/language/ank;Language Development;Radio. Dictionary. Grammar. Bible portions: 2015.
https://www.ethnologue.com/language/ank;Language Resources;OLAC resources in and about Goemai
https://www.ethnologue.com/language/ank;Writing;Latin script [Latn], used since 2007.
https://www.ethnologue.com/language/ank;Other Comments;Traditional religion.
https://www.ethnologue.com/language/anl;;Myanmar
https://www.ethnologue.com/language/anl;ISO 639-3;anl
https://www.ethnologue.com/language/anl;Alternate Names;Kaungso, Kaungtso, Khaungtso, Khawngso, Khong, Khongso, No
https://www.ethnologue.com/language/anl;Population;4,000 (2008), decreasing.
https://www.ethnologue.com/language/anl;Location;Chin state: Paletwa township, between Kaladan and Michaung rivers.
https://www.ethnologue.com/language/anl;Language Maps;Central Myanmar
https://www.ethnologue.com/language/anl;Language Status;6b (Threatened).
https://www.ethnologue.com/language/anl;Classification;Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Mru
https://www.ethnologue.com/language/anl;Dialects;Anu, Hkongso. Lexical similarity: 96%–98% and high intelligibility between Anu and Hkongso dialects, 72%–76% with Mru [mro] but intelligibility is low, 23%–37% lexical similarity with all neighboring Chin languages, but bilingualism is high.
https://www.ethnologue.com/language/anl;Typology;SVO
https://www.ethnologue.com/language/anl;Language Use;Fairly strong vitality in Anu and Hkongso majority villages. But in mixed villages and intermarried families, Khumi [cnk] and Asang dialect of Eastern Khumi [cek] are now used. Most domains. All ages. Positive attitudes. All also use Rakhine [rki]. Also use Burmese [mya], Eastern Khumi Chin [cek], Khumi Chin [cnk]. Used as L2 by Eastern Khumi Chin [cek].
https://www.ethnologue.com/language/anl;Language Development;Anu and Hkongso have separate literature efforts. Some literacy classes. Bible portions: 2014.
https://www.ethnologue.com/language/anl;Language Resources;OLAC resources in and about Chin, Anu-Hkongso
https://www.ethnologue.com/language/anl;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anl;Other Comments;Although the Anu and Hkongso varieties are not part of the Kuki-Chin-Naga branch, these groups consider themselves to be Chin. Christian, Buddhist, traditional religion.
https://www.ethnologue.com/language/anm;;India
https://www.ethnologue.com/language/anm;ISO 639-3;anm
https://www.ethnologue.com/language/anm;Alternate Names;Namfau
https://www.ethnologue.com/language/anm;Population;23,200 (2001 census). Total users in all countries: 23,250.
https://www.ethnologue.com/language/anm;Location;Manipur state: Chandel district, Chakpikarong, Chandel, and Engnoupal sub-districts, on Chakpi river banks.
https://www.ethnologue.com/language/anm;Language Maps;India, Map 5
https://www.ethnologue.com/language/anm;Language Status;5 (Developing).
https://www.ethnologue.com/language/anm;Classification;Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Northwestern
https://www.ethnologue.com/language/anm;Dialects;Laizo, Mulsom. Reportedly most similar to Lamgang [lmk] (Kuki Naga).
https://www.ethnologue.com/language/anm;Typology;SOV.
https://www.ethnologue.com/language/anm;Language Use;Also use Meitei [mni]. Used as L2 by Moyon Naga [nmo].
https://www.ethnologue.com/language/anm;Language Development;Literacy rate in L1: 74% (2001 census). Bible: 2006.
https://www.ethnologue.com/language/anm;Language Resources;OLAC resources in and about Anal
https://www.ethnologue.com/language/anm;Writing;Latin script [Latn].
https://www.ethnologue.com/language/anm;Other Comments;A Scheduled Tribe. Declared themselves Nagas (ethnically) in 1963. Christian.
https://www.ethnologue.com/language/ann;;Nigeria
https://www.ethnologue.com/language/ann;ISO 639-3;ann
https://www.ethnologue.com/language/ann;Alternate Names;Andone, Andoni, Andonni
https://www.ethnologue.com/language/ann;Autonym;Obolo
https://www.ethnologue.com/language/ann;Population;250,000 (2012 U. Aaron), increasing.
https://www.ethnologue.com/language/ann;Location;Akwa Ibom state: Eastern Obolo LGA, islands and peninsulas off south coast
https://www.ethnologue.com/language/ann;Language Maps;Nigeria, Map 9
https://www.ethnologue.com/language/ann;Language Status;5 (Developing).
https://www.ethnologue.com/language/ann;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo
https://www.ethnologue.com/language/ann;Dialects;Ibot Obolo, Okoroete, Ataba, Unyeada, Ngo. Ngo (in the Central area) is prestige dialect.
https://www.ethnologue.com/language/ann;Language Use;All domains. All ages. Also use English [eng], Ibibio [ibb], Igbo [ibo].
https://www.ethnologue.com/language/ann;Language Development;Literacy rate in L1: 20%. Literacy rate in L2: 25%–50%. 90% of children attend school. Taught in primary schools. Literature. Periodicals. Radio. TV. Grammar. Bible: 2012.
https://www.ethnologue.com/language/ann;Language Resources;OLAC resources in and about Obolo
https://www.ethnologue.com/language/ann;Writing;Latin script [Latn], used since 1987.
https://www.ethnologue.com/language/ann;Other Comments;Stronger Obolo ethnic identity being established in the east. Christian, traditional religion.
https://www.ethnologue.com/language/ano;;Colombia
https://www.ethnologue.com/language/ano;ISO 639-3;ano
https://www.ethnologue.com/language/ano;Alternate Names;Andoke, Businka, Cha’oie, Paasi-ahá, Paasiaja, Paatsiaja, Poosioho
https://www.ethnologue.com/language/ano;Population;370 (2007 B. Pencue), decreasing. 10,000 in 1908 (Landaburu 1979). 50 monolinguals. Ethnic population: 600 (Crevels 2011).
https://www.ethnologue.com/language/ano;Location;Amazonas department: Aduche tributary of Caquetá, 15 km downriver from Araracuara
https://www.ethnologue.com/language/ano;Language Maps;Colombia
https://www.ethnologue.com/language/ano;Language Status;7 (Shifting).
https://www.ethnologue.com/language/ano;Classification;Language isolate
https://www.ethnologue.com/language/ano;Language Use;All users over 60. Most also use Spanish [spa]. Used as L2 by Nonuya [noj].
https://www.ethnologue.com/language/ano;Language Development;Grammar. Bible portions: 1976.
https://www.ethnologue.com/language/ano;Language Resources;OLAC resources in and about Andoque
https://www.ethnologue.com/language/ano;Writing;Latin script [Latn], no longer in use.
https://www.ethnologue.com/language/ano;Other Comments;Some intermarriage with Muinanes [bmr] and Huitotos [hux].
https://www.ethnologue.com/language/anp;;India
https://www.ethnologue.com/language/anp;ISO 639-3;anp;;;;
https://www.ethnologue.com/language/anp;Alternate Names;Anga, Angikar, Chhika-Chhiki;;;;
https://www.ethnologue.com/language/anp;Autonym;??????? (Angika);;;;
